id,nomor_peraturan,judul,tahun,no,definisi,singkatan,heading,keywords
154-pmk.05-2013,154/PMK.05/2013,Pelaksanaan Piloting Sistem Perbendaharaan dan Anggaran Negara,2013,154,"['Anggaran Pendapatan dan Belanja Negara', 'Sistem Perbendaharaaan dan Anggaran Negara', 'Piloting SPAN', 'Kantor Pelayanan Perbendaharaan Negara', 'Daftar Isian Pelaksanaan Anggaran', 'Rencana Kerja Anggaran Kementerian Negara/Lembaga', 'Rencana Dana Pengeluaran BUN', 'Modul Penganggaran', 'Modul Komitmen', 'Modul Pembayaran', 'Modul Penerimaan', 'Modul Kas', 'Modul Akuntansi Dan Pelaporan', 'Satuan Kerja', 'Kuasa Bendahara Umum Negara', 'Pengguna Anggaran', 'Kuasa Pengguna Anggaran', 'Pejabat Pembuat Komitmen', 'Pejabat Penanda Tangan Surat Perintah Membayar', 'Surat Permintaan Pembayaran', 'Surat Perintah Membayar', 'Surat Perintah Pencairan Dana', 'Retur SP2D', 'Surat Permintaan Pembayaran Retur', 'Surat Perintah Membayar Retur', 'Surat Perintah Pencairan Dana Retur', 'Arsip Data Komputer', 'Pinjaman dan/atau Hibah Luar Negeri', 'Konversi', 'Sisa Kredit Anggaran', 'Nomor Pokok Wajib Pajak', 'Supplier', 'Data Supplier', 'Kontrak', 'Data kontrak', 'Kontrak tahun tunggal', 'Kontrak tahun jamak', 'Komitmen tahunan kontrak tahun jamak', 'Bank Indonesia', 'Bank Operasional I Pusat', 'Bank Operasional II', 'Bank Operasional III', 'Badan Layanan Umum', 'Surat Perintah Pengesahan Pendapatan dan Belanja BLU', 'Surat Pengesahan Pendapatan dan Belanja BLU', 'Surat Perintah Pengesahan Hibah Langsung', 'Surat Pengesahan Hibah Langsung', 'Surat Perintah Pengesahan Pengembalian Hibah Langsung', 'Surat Pengesahan Pengembalian Pendapatan Hibah Langsung', 'Persetujuan Memo Pencatatan Hibah Langsung Bentuk Barang/Jasa/Surat Berharga', 'Surat Permintaan Penerbitan Aplikasi Penarikan Dana Pembayaran Langsung/Rekening Khusus/Pembiayaan Pendahuluan', 'Aplikasi Penarikan Dana Pembayaran Langsung', 'Aplikasi Penarikan Dana Rekening Khusus', 'Aplikasi Penarikan Dana Pembiayaan Pendahuluan', 'Letter of Credit', 'Surat Pemintaan Penerbitan Surat Kuasa Pembebanan L/C', 'Surat Kuasa Pembebanan L/C', 'Surat Perintah Pembukuan/Pengesahan', 'Surat Perintah Pembukuan Penarikan PHLN', 'Notice of Disbursement atau dokumen yang dipersamakan', 'Executing Agency', 'Rekonsiliasi', 'Surat Perintah Transfer', 'Rekening Kas Umum Negara', 'Nomor Transaksi Penerimaan Negara', 'Modul Penerimaan Negara', 'Unit Akuntansi Pengguna Anggaran', 'Unit Akuntansi Pembantu Pengguna Anggaran Eselon 1', 'Unit Akuntansi Pembantu Pengguna Anggaran Wilayah', 'Unit Akuntansi Kuasa Pengguna Anggaran', 'Dokumen Elektronik', 'Keadaan kahar ( force majeure', 'Business Continuity Plan', 'Nama Rekening', 'Bagan Akun Standar', 'Akun']","['Satker', 'Kuasa BUN', 'PP-SPM', 'SP2D', 'SPP Retur', 'SPM Retur', 'SP2D Retur', 'PHLN', 'NPWP', 'BI', 'BO I Pusat', 'BO II', 'BO III', 'SP3B BLU', 'SP2B BLU', 'SP2HL', 'Persetujuan MPHL-BJS', 'APD-Reksus', 'Rekening KUN', 'NTPN', 'UAPPA-E1', 'UAPPA-W', 'UAKPA', 'BAS']","['KETENTUAN UMUM', 'RUANG LINGKUP PELAKSANAAN PILOTING', 'PRINSIP DASAR PELAKSANAAN PILOTING', 'TEMPAT DAN WAKTU PELAKSANAAN PILOTING', 'TATA CARA PELAKSANAAN PILOTING SPAN', 'KEADAAN KAHAR ( FORCE MAJEURE', 'KETENTUAN PENUTUP', 'Modul Penganggaran', 'Modul Komitmen', 'Modul Pembayaran', 'Modul Penerimaan', 'Modul Kas', 'Modul Akuntansi dan Pelaporan', 'Penganggaran', 'Data RKA-K/L-DIPA dan RDP-BUN-DIPA', 'Pembuatan Komitmen', 'Data Supplier', 'Data Kontrak', 'Jenis Penerimaan Negara Yang Ditatausahakan Pada SPAN', 'Penerimaan Negara Melalui BI', 'Penerimaan Negara Melalui Bank/Pos Persepsi', 'Penerimaan Negara Melalui KPPN', 'Pengaturan Rekening Milik BUN', 'Perencanaan Kas', 'Pemindahbukuan Dana', 'Rekonsiliasi Bank Rekonsiliasi bank meliputi aktivitas pencocokan data transaksi pada SPAN dengan rekening koran yang bersumber dari BI/Bank/Pos. (1) Data transaksi pada SPAN', 'Pelaporan Manajerial', 'Proses Bisnis', 'Pemutakhiran Data BAS', 'Data Transaksi Keuangan', 'Koreksi Data Transaksi Keuangan', 'Penyesuaian Sisa Pagu', 'Jurnal Penyesuaian', 'Rekonsiliasi Data Transaksi Keuangan', 'Laporan Keuangan']","['Anggaran Pendapatan dan Belanja Negara', 'Sistem Perbendaharaaan dan Anggaran Negara', 'Piloting SPAN', 'Kantor Pelayanan Perbendaharaan Negara', 'Daftar Isian Pelaksanaan Anggaran', 'Rencana Kerja Anggaran Kementerian Negara/Lembaga', 'Rencana Dana Pengeluaran BUN', 'Modul Penganggaran', 'Modul Komitmen', 'Modul Pembayaran', 'Modul Penerimaan', 'Modul Kas', 'Modul Akuntansi Dan Pelaporan', 'Satuan Kerja', 'Kuasa Bendahara Umum Negara', 'Pengguna Anggaran', 'Kuasa Pengguna Anggaran', 'Pejabat Pembuat Komitmen', 'Pejabat Penanda Tangan Surat Perintah Membayar', 'Surat Permintaan Pembayaran', 'Surat Perintah Membayar', 'Surat Perintah Pencairan Dana', 'Retur SP2D', 'Surat Permintaan Pembayaran Retur', 'Surat Perintah Membayar Retur', 'Surat Perintah Pencairan Dana Retur', 'Arsip Data Komputer', 'Pinjaman dan/atau Hibah Luar Negeri', 'Konversi', 'Sisa Kredit Anggaran', 'Nomor Pokok Wajib Pajak', 'Supplier', 'Data Supplier', 'Kontrak', 'Data kontrak', 'Kontrak tahun tunggal', 'Kontrak tahun jamak', 'Komitmen tahunan kontrak tahun jamak', 'Bank Indonesia', 'Bank Operasional I Pusat', 'Bank Operasional II', 'Bank Operasional III', 'Badan Layanan Umum', 'Surat Perintah Pengesahan Pendapatan dan Belanja BLU', 'Surat Pengesahan Pendapatan dan Belanja BLU', 'Surat Perintah Pengesahan Hibah Langsung', 'Surat Pengesahan Hibah Langsung', 'Surat Perintah Pengesahan Pengembalian Hibah Langsung', 'Surat Pengesahan Pengembalian Pendapatan Hibah Langsung', 'Persetujuan Memo Pencatatan Hibah Langsung Bentuk Barang/Jasa/Surat Berharga', 'Surat Permintaan Penerbitan Aplikasi Penarikan Dana Pembayaran Langsung/Rekening Khusus/Pembiayaan Pendahuluan', 'Aplikasi Penarikan Dana Pembayaran Langsung', 'Aplikasi Penarikan Dana Rekening Khusus', 'Aplikasi Penarikan Dana Pembiayaan Pendahuluan', 'Letter of Credit', 'Surat Pemintaan Penerbitan Surat Kuasa Pembebanan L/C', 'Surat Kuasa Pembebanan L/C', 'Surat Perintah Pembukuan/Pengesahan', 'Surat Perintah Pembukuan Penarikan PHLN', 'Notice of Disbursement atau dokumen yang dipersamakan', 'Executing Agency', 'Rekonsiliasi', 'Surat Perintah Transfer', 'Rekening Kas Umum Negara', 'Nomor Transaksi Penerimaan Negara', 'Modul Penerimaan Negara', 'Unit Akuntansi Pengguna Anggaran', 'Unit Akuntansi Pembantu Pengguna Anggaran Eselon 1', 'Unit Akuntansi Pembantu Pengguna Anggaran Wilayah', 'Unit Akuntansi Kuasa Pengguna Anggaran', 'Dokumen Elektronik', 'Keadaan kahar ( force majeure', 'Business Continuity Plan', 'Nama Rekening', 'Bagan Akun Standar', 'Akun', 'RUANG LINGKUP PELAKSANAAN PILOTING', 'PRINSIP DASAR PELAKSANAAN PILOTING', 'TEMPAT DAN WAKTU PELAKSANAAN PILOTING', 'TATA CARA PELAKSANAAN PILOTING SPAN', 'KEADAAN KAHAR ( FORCE MAJEURE', 'Modul Penganggaran', 'Modul Komitmen', 'Modul Pembayaran', 'Modul Penerimaan', 'Modul Kas', 'Modul Akuntansi dan Pelaporan', 'Penganggaran', 'Data RKA-K/L-DIPA dan RDP-BUN-DIPA', 'Pembuatan Komitmen', 'Data Supplier', 'Data Kontrak', 'Jenis Penerimaan Negara Yang Ditatausahakan Pada SPAN', 'Penerimaan Negara Melalui BI', 'Penerimaan Negara Melalui Bank/Pos Persepsi', 'Penerimaan Negara Melalui KPPN', 'Pengaturan Rekening Milik BUN', 'Perencanaan Kas', 'Pemindahbukuan Dana', 'Rekonsiliasi Bank Rekonsiliasi bank meliputi aktivitas pencocokan data transaksi pada SPAN dengan rekening koran yang bersumber dari BI/Bank/Pos. (1) Data transaksi pada SPAN', 'Pelaporan Manajerial', 'Proses Bisnis', 'Pemutakhiran Data BAS', 'Data Transaksi Keuangan', 'Koreksi Data Transaksi Keuangan', 'Penyesuaian Sisa Pagu', 'Jurnal Penyesuaian', 'Rekonsiliasi Data Transaksi Keuangan', 'Laporan Keuangan']"
106-pmk.010-2015,106/PMK.010/2015,"Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor Yang
Dikenai Pajak Penjualan atas Barang Mewah",2015,106,"['Pemungut pajak', 'Badan usaha yang bergerak dalam bidang usaha industri baja', 'Izin usaha pertambangan']",[],[],"['Pemungut pajak', 'Badan usaha yang bergerak dalam bidang usaha industri baja', 'Izin usaha pertambangan']"
98-pmk.05-2018,98/PMK.05/2018,"Tarif Layanan Badan Layanan Umum Pusat Pengembangan Sumber Daya Manusia Ketenagalistrikan, Energi Baru, Terbarukan dan Konservasi Energi pada Kementerian Energi dan Sumber Daya Mineral",2018,98,"['Tarif layanan Badan Layanan Umum Pusat Pengembangan Sumber Daya Manusia Ketenagalistrikan, Energi Baru, Terbarukan Dan Konservasi Energi pada Kementerian Energi dan Sumber Daya Mineral']",[],[],"['Tarif layanan Badan Layanan Umum Pusat Pengembangan Sumber Daya Manusia Ketenagalistrikan, Energi Baru, Terbarukan Dan Konservasi Energi pada Kementerian Energi dan Sumber Daya Mineral']"
perpres-67-tahun-2013,PERPRES 67 TAHUN 2013,Koordinasi Intelijen Negara,2013,67,"['Badan Intelijen Negara', 'BIN di daerah', 'Koordinasi Intelijen Negara', 'Komite Intelijen Pusat', 'Komite Intelijen Daerah']","['BIN', 'Binda', 'Kominpus', 'Kominda']","['KETENTUAN UMUM', 'KEDUDUKAN, TUGAS, DAN WEWENANG', 'PELAKSANA HARIAN KOORDINASI INTELIJEN NEGARA', 'KEANGGOTAAN KOORDINASI INTELIJEN NEGARA', 'MEKANISME KOORDINASI', 'PENDANAAN', 'KETENTUAN PENUTUP', 'Kedudukan', 'Tugas', 'Wewenang']","['Badan Intelijen Negara', 'BIN di daerah', 'Koordinasi Intelijen Negara', 'Komite Intelijen Pusat', 'Komite Intelijen Daerah', 'KEDUDUKAN, TUGAS, DAN WEWENANG', 'PELAKSANA HARIAN KOORDINASI INTELIJEN NEGARA', 'KEANGGOTAAN KOORDINASI INTELIJEN NEGARA', 'MEKANISME KOORDINASI', 'PENDANAAN', 'Kedudukan', 'Tugas', 'Wewenang']"
100-pmk.03-2011,100/PMK.03/2011,Tata Cara Penghitungan dan Pembayaran Pajak Penghasilan atas Surplus Bank Indonesia,2011,100,"['Undang-Undang Ketentuan Umum dan Tata Cara Perpajakan', 'Undang-Undang Pajak Penghasilan']","['Undang-Undang KUP', 'Undang- Undang PPh']",[],"['Undang-Undang Ketentuan Umum dan Tata Cara Perpajakan', 'Undang-Undang Pajak Penghasilan']"
43-pmk.010-2012,43/PMK.010/2012,Uang Muka Pembiayaan Konsumen untuk Kendaraan Bermotor pada Perusahaan Pembiayaan,2012,43,"['Kendaraan bermotor roda empat yang digunakan untuk tujuan produktif', 'Kendaraan bermotor roda empat yang digunakan untuk tujuan produktif']",[],[],"['Kendaraan bermotor roda empat yang digunakan untuk tujuan produktif', 'Kendaraan bermotor roda empat yang digunakan untuk tujuan produktif']"
78-pmk.03-2010,78/PMK.03/2010,Pedoman Penghitungan Pengkreditan Pajak Masukan Bagi Pengusaha Kena Pajak yang Melakukan Penyerahan yang Terutang Pajak dan Penyerahan yang Tidak Terutang Pajak,2010,78,"['Undang-Undang Pajak Pertambahan Nilai', 'Pengusaha Kena Pajak', 'Barang Kena Pajak', 'Jasa Kena Pajak', 'Pajak Masukan', 'Penyerahan yang Terutang Pajak', 'Penyerahan yang Tidak Terutang Pajak']",[],[],"['Undang-Undang Pajak Pertambahan Nilai', 'Pengusaha Kena Pajak', 'Barang Kena Pajak', 'Jasa Kena Pajak', 'Pajak Masukan', 'Penyerahan yang Terutang Pajak', 'Penyerahan yang Tidak Terutang Pajak']"
134-pmk.04-2018,134/PMK.04/2018,Tata Cara Pengajuan Permohonan dan Pemberian Petunjuk Mengenai Cara Penghitunggan Nilai Pabean Berupa Perlakuan Biaya dan/atau Nilai Terhadap Barang yang Akan Diimpor Sebelum Penyerahan Pemberitahuan Pabean (Valuation Advice,2018,134,"['Undang-Undang Kepabeanan', 'Importir', 'Valuation Advice', 'Materi Substansi', 'Direktur Jenderal', 'Direktur', 'Pejabat Bea dan Cukai']",[],"['KETENTUAN UMUM', 'VALUATION ADVICE', 'TATA CARA PENGAJUAN PERMOHONAN VALUATION ADVICE', 'PENELITIAN PERMOHONAN VALUATION ADVICE', 'PENOLAKAN PERMOHONAN VALUATION ADVICE', 'PENERBITAN VALUATION ADVICE', 'PERUBAHAN VALUATION ADVICE', 'PENGGUNAAN VALUATION ADVICE', 'PENCABUTAN VALUATION ADVICE', 'KETENTUAN PENUTUP']","['Undang-Undang Kepabeanan', 'Importir', 'Valuation Advice', 'Materi Substansi', 'Direktur Jenderal', 'Direktur', 'Pejabat Bea dan Cukai', 'VALUATION ADVICE', 'TATA CARA PENGAJUAN PERMOHONAN VALUATION ADVICE', 'PENELITIAN PERMOHONAN VALUATION ADVICE', 'PENOLAKAN PERMOHONAN VALUATION ADVICE', 'PENERBITAN VALUATION ADVICE', 'PERUBAHAN VALUATION ADVICE', 'PENGGUNAAN VALUATION ADVICE', 'PENCABUTAN VALUATION ADVICE']"
perpres-14-tahun-2015,PERPRES 14 TAHUN 2015,Kementerian Pendidikan dan Kebudayaan,2015,14,[],[],"['KEDUDUKAN, TUGAS, DAN FUNGSI', 'ORGANISASI', 'UNIT PELAKSANA TEKNIS', 'TATA KERJA', 'PENDANAAN', 'KETENTUAN LAIN - LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Susunan Organisasi', 'Sekretariat Jenderal', 'Direktorat Jenderal Guru dan Tenaga Kependidikan', 'Direktorat Jenderal Pendidikan Anak Usia Dini dan Pendidikan Masyarakat', 'Direktorat Jenderal Pendidikan Dasar dan Menengah', 'Direktorat Jenderal Kebudayaan', 'Inspektorat Jenderal', 'Badan Pengembangan dan Pembinaan Bahasa', 'Badan Penelitian dan Pengembangan', 'Staf Ahli', 'Jabatan Fungsional']","['KEDUDUKAN, TUGAS, DAN FUNGSI', 'ORGANISASI', 'UNIT PELAKSANA TEKNIS', 'TATA KERJA', 'PENDANAAN', 'KETENTUAN LAIN - LAIN', 'Susunan Organisasi', 'Sekretariat Jenderal', 'Direktorat Jenderal Guru dan Tenaga Kependidikan', 'Direktorat Jenderal Pendidikan Anak Usia Dini dan Pendidikan Masyarakat', 'Direktorat Jenderal Pendidikan Dasar dan Menengah', 'Direktorat Jenderal Kebudayaan', 'Inspektorat Jenderal', 'Badan Pengembangan dan Pembinaan Bahasa', 'Badan Penelitian dan Pengembangan', 'Staf Ahli', 'Jabatan Fungsional']"
3-pmk.05-2020,3/PMK.05/2020,Tarif Layanan Badan Layanan Umum Sekolah Tinggi Ilmu Pelayaran pada Kementerian Perhubungan,2020,3,['Tarif layanan Badan Layanan Umum Sekolah Tinggi Ilmu Pelayaran pada Kementerian Perhubungan'],[],[],['Tarif layanan Badan Layanan Umum Sekolah Tinggi Ilmu Pelayaran pada Kementerian Perhubungan']
40-pmk.04-2016,40/PMK.04/2016,Pembayaran Dan/ atau Penyetoran Penerimaan Negara dalam Rangka Kepabeanan dan Cukai Secara Elektronik,2016,40,"['Undang-Undang Kepabeanan', 'Penerimaan Negara Dalam Rangka Kepabeanan Dan Cukai', 'Wajib Bayar', 'Wajib Setor', 'Bendahara Penerimaan', 'Bank Persepsi dan Pos Persepsi', 'Pembayaran', 'Penyetoran', 'Kas Negara', 'Sistem Penerimaan Negara', 'Kode Billing', 'Nomor Transaksi Pos', 'Nomor Transaksi Bank', 'Bukti Penerimaan Negara', 'Nomor Transaksi Penerimaan Negara', 'Kantor Bea dan Cukai', 'Pejabat Bea dan Cukai']","['Penerimaan Negara', 'Bank/Pos Persepsi']",[],"['Undang-Undang Kepabeanan', 'Penerimaan Negara Dalam Rangka Kepabeanan Dan Cukai', 'Wajib Bayar', 'Wajib Setor', 'Bendahara Penerimaan', 'Bank Persepsi dan Pos Persepsi', 'Pembayaran', 'Penyetoran', 'Kas Negara', 'Sistem Penerimaan Negara', 'Kode Billing', 'Nomor Transaksi Pos', 'Nomor Transaksi Bank', 'Bukti Penerimaan Negara', 'Nomor Transaksi Penerimaan Negara', 'Kantor Bea dan Cukai', 'Pejabat Bea dan Cukai']"
87-pmk.011-2011,87/PMK.011/2011,Pengenaan Bea Masuk Tindakan Pengamanan Terhadap Impor Produk Benang Kapas Selain Benang Jahit (Cotton Yarn Other Than Sewing Thread),2011,87,['Produk impor berupa benang kapas selain benang jahit (c otton yarn other than sewing thread ) yang dikenakan Bea Masuk Tindakan Pengamanan'],[],[],['Produk impor berupa benang kapas selain benang jahit (c otton yarn other than sewing thread ) yang dikenakan Bea Masuk Tindakan Pengamanan']
06-pmk.07-2011,06/PMK.07/2011,"Alokasi Kurang Bayar Dana Bagi Hasil Sumber Daya Alam Pertambangan Umum Tahun Anggaran 2007, Tahun Anggaran 2008, dan Tahun Anggaran 2009 yang Dialokasikan dalam Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2011",2011,6,"['Alokasi Kurang Bayar Dana Bagi Hasil Sumber Daya Alam Pertambangan Umum Tahun Anggaran 2007,Tahun Anggaran 2008, dan Tahun Anggaran 2009', 'Alokasi Kurang Bayar Dana Bagi Hasil Sumber Daya Alam Pertambangan Umum Tahun Anggaran 2007, Tahun Anggaran 2008, dan Tahun Anggaran 2009']",[],[],"['Alokasi Kurang Bayar Dana Bagi Hasil Sumber Daya Alam Pertambangan Umum Tahun Anggaran 2007,Tahun Anggaran 2008, dan Tahun Anggaran 2009', 'Alokasi Kurang Bayar Dana Bagi Hasil Sumber Daya Alam Pertambangan Umum Tahun Anggaran 2007, Tahun Anggaran 2008, dan Tahun Anggaran 2009']"
99-pmk.05-2017,99/PMK.05/2017,Administrasi Pengelolaan Hibah,2017,99,"['Anggaran Pendapatan dan Belanja Negara', 'Kementerian/Lembaga', 'Hibah Pemerintah', 'Daftar Isian Pelaksanaan Anggaran yang selanjutnyadisebut DIPA', 'Pemberi Hibah', 'Bendahara Umum Negara', 'Kuasa Bendahara Umum Negara', 'Pengguna Anggaran', 'Kuasa Pengguna Anggaran', 'Kantor Wilayah Direktorat Jenderal Perbendaharaan', 'Kantor Pelayanan Perbendaharaan Negara', 'Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko', 'Rekening Penampungan Dana Hibah Langsung', 'Surat Perintah Pengesahan Hibah Langsung', 'Surat Pengesahan Hibah Langsung', 'Memo Pencatatan Hibah Langsung Bentuk Barang/Jasa/Surat Berharga', 'Persetujuan Memo Pencatatan Hibah Langsung Bentuk Barang/Jasa/Surat Berharga', 'Surat Perintah Pengesahan Pengembalian Pendapatan Hibah Langsung', 'Surat Pengesahan Pengembalian Pendapatan Langsung', 'Berita Acara Serah Terima', 'Surat Perintah Pengesahan Pendapatan Hibah Langsung Bentuk Barang/Jasa/Surat Berharga', 'Surat Pernyataan Telah Menerima Hibah Langsung']","['Kuasa BUN', 'Rekening Hibah', 'Persetujuan MPHL-BJS']","['KETENTUAN UMUM', 'RUANG LINGKUP', 'KRITERIA KLASIFIKASI DAN PENARIKAN HIBAH', 'KONSULTASI RENCANA PENERIMAAN HIBAH', 'PERJANJIAN HIBAH', 'TATA CARA PENGESAHAN HIBAH', 'SANKSI', 'PENDAPATAN HIBAH YANG DIGUNAKAN TIDAK SESUAI PERJANJIAN HIBAH', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Kriteria Hibah', 'Penggunaan Hibah', 'Klasifikasi Hibah', 'Penarikan Hibah', 'Konsultasi', 'Cara Konsultasi', 'Umum', 'Tahapan Pengesahan Pendapatan Hibah Langsung dalam Bentuk Uang', 'Pengesahan dan Pencatatan Pendapatan Hibah dan Belanja yang Bersumber dari Hibah Langsung dalam Bentuk Barang/Jasa/Surat Berharga yang Penarikannya Tidak Melalui Kuasa BUN', 'Penerbitan Nomor Register', 'Pembukaan dan Pengelolaan Rekening Hibah', 'Penyesuaian Estimasi Pendapatan dan Pagu Belanja yang Bersumber dari Hibah dalam DIPA', 'Pengesahan Pendapatan Hibah dan Belanja dalam Bentuk Uang', 'Pengesahan Pengembalian Pendapatan Hibah dalam Bentuk Uang yang Penarikannya Tidak Melalui Kuasa BUN', 'Penandatanganan BAST', 'Pengesahan dan Pencatatan Pendapatan Hibah dan Beban/Aset yang Bersumber dari Hibah Langsung dalam Bentuk Barang/Jasa/Surat Berharga']","['Anggaran Pendapatan dan Belanja Negara', 'Kementerian/Lembaga', 'Hibah Pemerintah', 'Daftar Isian Pelaksanaan Anggaran yang selanjutnyadisebut DIPA', 'Pemberi Hibah', 'Bendahara Umum Negara', 'Kuasa Bendahara Umum Negara', 'Pengguna Anggaran', 'Kuasa Pengguna Anggaran', 'Kantor Wilayah Direktorat Jenderal Perbendaharaan', 'Kantor Pelayanan Perbendaharaan Negara', 'Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko', 'Rekening Penampungan Dana Hibah Langsung', 'Surat Perintah Pengesahan Hibah Langsung', 'Surat Pengesahan Hibah Langsung', 'Memo Pencatatan Hibah Langsung Bentuk Barang/Jasa/Surat Berharga', 'Persetujuan Memo Pencatatan Hibah Langsung Bentuk Barang/Jasa/Surat Berharga', 'Surat Perintah Pengesahan Pengembalian Pendapatan Hibah Langsung', 'Surat Pengesahan Pengembalian Pendapatan Langsung', 'Berita Acara Serah Terima', 'Surat Perintah Pengesahan Pendapatan Hibah Langsung Bentuk Barang/Jasa/Surat Berharga', 'Surat Pernyataan Telah Menerima Hibah Langsung', 'RUANG LINGKUP', 'KRITERIA KLASIFIKASI DAN PENARIKAN HIBAH', 'KONSULTASI RENCANA PENERIMAAN HIBAH', 'PERJANJIAN HIBAH', 'TATA CARA PENGESAHAN HIBAH', 'SANKSI', 'PENDAPATAN HIBAH YANG DIGUNAKAN TIDAK SESUAI PERJANJIAN HIBAH', 'Kriteria Hibah', 'Penggunaan Hibah', 'Klasifikasi Hibah', 'Penarikan Hibah', 'Konsultasi', 'Cara Konsultasi', 'Umum', 'Tahapan Pengesahan Pendapatan Hibah Langsung dalam Bentuk Uang', 'Pengesahan dan Pencatatan Pendapatan Hibah dan Belanja yang Bersumber dari Hibah Langsung dalam Bentuk Barang/Jasa/Surat Berharga yang Penarikannya Tidak Melalui Kuasa BUN', 'Penerbitan Nomor Register', 'Pembukaan dan Pengelolaan Rekening Hibah', 'Penyesuaian Estimasi Pendapatan dan Pagu Belanja yang Bersumber dari Hibah dalam DIPA', 'Pengesahan Pendapatan Hibah dan Belanja dalam Bentuk Uang', 'Pengesahan Pengembalian Pendapatan Hibah dalam Bentuk Uang yang Penarikannya Tidak Melalui Kuasa BUN', 'Penandatanganan BAST', 'Pengesahan dan Pencatatan Pendapatan Hibah dan Beban/Aset yang Bersumber dari Hibah Langsung dalam Bentuk Barang/Jasa/Surat Berharga']"
25-pmk.02-2013,25/PMK.02/2013,"Tata Cara Perhitungan, Pengakuan, dan Pembayaran Unfunded Past Service Liability Program Tabungan Hari Tua Pegawai Negeri Sipil yang Dilaksanakan oleh Pt Taspen (Persero)",2013,25,"['Program Tabungan Hari Tua Pegawai Negeri Sipil', 'Unfunded Past Service Liability Program Tabungan Hari Tua Pegawai Negeri Sipil', 'Aktuaris Independen']",['Unfunded PSL'],[],"['Program Tabungan Hari Tua Pegawai Negeri Sipil', 'Unfunded Past Service Liability Program Tabungan Hari Tua Pegawai Negeri Sipil', 'Aktuaris Independen']"
107-pmk.011-2011,107/PMK.011/2011,Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan  Guna Pembuatan Komponen Kendaraan Bermotor untuk Tahun Anggaran 2011,2011,107,"['Perusahaan', 'Barang dan Bahan Guna Pembuatan Komponen Kendaraan Bermotor']",['Barang dan Bahan'],[],"['Perusahaan', 'Barang dan Bahan Guna Pembuatan Komponen Kendaraan Bermotor']"
88-pmk.06-2012,88/PMK.06/2012,"Penyelesaian Piutang Instansi Pemerintah yang Dikelola/Diurus oleh Panitia Urusan 
 Piutang Negara/Direktorat Jenderal Kekayaan Negara",2012,88,"['Piutang Instansi Pemerintah', 'Usaha Mikro', 'Usaha Kecil', 'Usaha Menengah']",[],[],"['Piutang Instansi Pemerintah', 'Usaha Mikro', 'Usaha Kecil', 'Usaha Menengah']"
68-pmk.03-2012,68/PMK.03/2012,Tata Cara Penghapusan Piutang Pajak dan Penetapan Besarnya Penghapusan,2012,68,"['Piutang pajak yang dapat dihapuskan', 'Piutang pajak yang dapat dihapuskan', 'Piutang pajak yang dapat dihapuskan']",[],[],"['Piutang pajak yang dapat dihapuskan', 'Piutang pajak yang dapat dihapuskan', 'Piutang pajak yang dapat dihapuskan']"
perpres-111-tahun-2012,PERPRES 111 TAHUN 2012,Tunjangan Kinerja Pegawai di Lingkungan Badan Tenaga Nuklir Nasional,2012,111,"['Pegawai Negeri', 'Pegawai di lingkungan Badan Tenaga Nuklir Nasional']",[],[],"['Pegawai Negeri', 'Pegawai di lingkungan Badan Tenaga Nuklir Nasional']"
93-pmk.02-2013,93/PMK.02/2013,Tata Cara Pergeseran Anggaran Belanja Antar Subbagian Anggaran dalam Bagian Anggaran 999 (Ba Bun,2013,93,"['Bendahara Umum Negara', 'Bagian Anggaran Bendahara Umum Negara', 'Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksanaan Anggaran BUN', 'Surat Penetapan Pergeseran Anggaran Belanja Antar Subbagian Anggaran Dalam Bagian Anggaran Bendahara Umum Negara yang selanjutnya disebut SPP BA BUN']","['BUN', 'Bagian Anggaran 999 (BA BUN', 'PPA BUN', 'DIPA BUN']",[],"['Bendahara Umum Negara', 'Bagian Anggaran Bendahara Umum Negara', 'Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksanaan Anggaran BUN', 'Surat Penetapan Pergeseran Anggaran Belanja Antar Subbagian Anggaran Dalam Bagian Anggaran Bendahara Umum Negara yang selanjutnya disebut SPP BA BUN']"
198-pmk.05-2014,198/PMK.05/2014,Tarif Layanan Badan Layanan Umum Balai Besar Kesehatan Paru Masyarakat Bandung pada Kementerian Kesehatan,2014,198,['Tarif Layanan Badan Layanan Umum Balai Besar Kesehatan Paru Masyarakat Bandung pada Kementerian Kesehatan'],[],[],['Tarif Layanan Badan Layanan Umum Balai Besar Kesehatan Paru Masyarakat Bandung pada Kementerian Kesehatan']
