Nomor Peraturan,Judul,Detail URL,Document URL,Document Type
143/PMK.01/2016,Organisasi dan Tata Kerja Lembaga Pengelola Dana Pendidikan.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/fede3fe9-fea4-4f70-9723-f88735b35de0,https://jdih.kemenkeu.go.id/FullText/2016/143~PMK.01~2016Per.pdf,pdf
142/PMK.010/2016,"Perubahan atas Peraturan Menteri Keuangan Nomor 127 /PMK.010/2016 tentang Pengampunan Pajak Berdasarkan Undang-Undang Nomor 11 Tahun 2016
Tentang Pengampunan Pajak Bagi Wajib Pajak yang Memiliki Harta Tidak Langsung Melalui Special Purpose Vehicle.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/f493c9ad-9db9-4976-ab45-4cab3496ee2f,https://jdih.kemenkeu.go.id/FullText/2016/142~PMK.010~2016Per.pdf,pdf
141/PMK.03/2016,"Perubahan atas Peraturan Menteri Keuangan Nomor 118/PMK.03/2016 Tentang
Pelaksanaan Undang-Undang Nomor 11 Tahun 2016 tentang Pengampunan Pajak.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/0f3c0093-7b84-4378-98ed-1f24704a9e64,https://jdih.kemenkeu.go.id/FullText/2016/141~PMK.03~2016Per.pdf,pdf
140/PMK.010/2016,Penetapan Barang Ekspor yang Dikenakan Bea Keluar dan Tarif Bea Keluar.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/9762153b-4ee4-421c-bd2b-4767f7006717,https://jdih.kemenkeu.go.id/FullText/2016/140~PMK.010~2016Per.pdf,pdf
139/PMK.07/2016,Pelaksanaan Dana Alokasi Khusus Fisik pada Perubahan Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2016.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/26198887-bd99-46d8-8540-9ea9323552a8,https://jdih.kemenkeu.go.id/FullText/2016/139~PMK.07~2016Per.pdf,pdf
138/PMK.06/2016,"Perubahan atas Peraturan Menteri Keuangan Nomor 71/PMK. 06/2015
Tentang Pengelolaan Aset Eks Kelolaan Pt Perusahaan Pengelola Aset (Persero) oleh Menteri Keuangan.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/7915bc51-3dda-4444-ad4f-56ba07108f18,https://jdih.kemenkeu.go.id/FullText/2016/138~PMK.06~2016Per.pdf,pdf
137/PMK.01/2016,Aktuaris,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/1f5af622-6452-4f90-8d80-dc1b200ea19b,https://jdih.kemenkeu.go.id/FullText/2016/137~PMK.01~2016Per.pdf,pdf
136/PMK.05/2016,Pengelolaan Aset pada Badan Layanan Umum.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/ebbf7ea9-f5ad-4768-89cc-ed0112dc8ea8,https://jdih.kemenkeu.go.id/FullText/2016/136~PMK.05~2016Per.pdf,pdf
135/PMK.05/2016,Tata Cara Penyediaan dan Pengembalian Dana Kepada Pemberi Pinjaman Dan/ atau Hibah Luar Negeri.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/eb753907-89f3-4f7b-a72a-24f5159cd949,https://jdih.kemenkeu.go.id/FullText/2016/135~PMK.05~2016Per.pdf,pdf
134/PMK.010/2016,"Perubahan Kelima atas Peraturan Menteri Keuangan Nomor 213/PMK.011/2011 tentang Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk Atas
Barang Impor.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/ae36c256-4b35-4a55-bc65-d490a2d3dab1,https://jdih.kemenkeu.go.id/FullText/2016/134~PMK.010~2016Per.pdf,pdf
133/PMK.04/2016,Perubahan atas Peraturan Menteri Keuangan Nomor 23/PMK.04/2015 tentang Kawasan Pabean dan Tempat Penimbunan Sementara.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/eadc42dc-d898-4b75-a145-93573c5cadf5,https://jdih.kemenkeu.go.id/FullText/2016/133~PMK.04~2016Per.pdf,pdf
132/PMK.07/2016,"Batas Maksimal Kumulatif Defisit Anggaran Pendapatan dan Belanja Daerah, Batas
Maksimal Defisit Anggaran Pendapatan dan Belanja Daerah, dan Batas Maksimal Kumulatif Pinjaman Daerah Tahun Anggaran 2017.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/f59df69e-6b42-438f-8da9-e2f0cdd7861b,https://jdih.kemenkeu.go.id/FullText/2016/132~PMK.07~2016Per.pdf,pdf
131/PMK.05/2016,Perubahan atas Peraturan Menteri Keuangan Nomor 223/PMK.05/2015 tentang Pelaksanaan Piloting Sistem Aplikasi Keuangan Tingkat Instansi.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/d46810c4-1747-43cf-8fd5-15e4f074e83c,https://jdih.kemenkeu.go.id/FullText/2016/131~PMK.05~2016Per.pdf,pdf
130/PMK.08/2016,Tata Cara Pelaksanaan Pemberian Jaminan Pemerintah untuk Percepatan Pembangunan Infrastruktur Ketenagalistrikan.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/c2314a4e-f4b9-4641-8cf6-0f909dc29acb,https://jdih.kemenkeu.go.id/FullText/2016/130~PMK.08~2016Per.pdf,pdf
129/PMK.08/2016,Perubahan atas Peraturan Menteri Kuangan Nomor 265/PMK.08/2015 tentang Fasilitas dalam Rangka Penyiapan dan Pelaksanaan Transaksi Proyek Kerjasama Pemerintah dan Badan Usaha dalam Penyediaan Infrastruktur.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/70722840-6f5b-40c0-a87d-e587944b1f52,https://jdih.kemenkeu.go.id/FullText/2016/129~PMK.08~2016Per.pdf,pdf
128/PMK.02/2016,Persyaratan dan Besar Manfaat Tabungan Hari Tua Bagi Pegawai Negeri Sipil.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/9a19eaf2-1c06-428e-8bcd-71723c48bfb7,https://jdih.kemenkeu.go.id/FullText/2016/128~PMK.02~2016Per.pdf,pdf
127/PMK.010/2016,"Pengampunan Pajak Berdasarkan Undang-Undang Nomor 11 Tahun 201 6 tentang Pengampunan Pajak Bagi Wajib Pajak yang Memiliki Harta Tidak Langsung Melalui Special
Purpose Vehicle.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/ef7a3d5d-8f17-474d-951b-1978a74a0158,https://jdih.kemenkeu.go.id/FullText/2016/127~PMK.010~2016Per.pdf,pdf
126/PMK.05/2016,Tata Cara Pelaksanaan Sertifikasi Bendahara pada Satuan Kerja Pengelola Anggaran Pendapatan dan Belanja Negara.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/04cefc8f-8129-438a-a013-92589e76ed34,https://jdih.kemenkeu.go.id/FullText/2016/126~PMK.05~2016Per.pdf,pdf
125/PMK.07/2016,Penundaan Penyaluran Sebagian Dana Alokasi Umum Tahun Anggaran 2016.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/67376f11-4d8c-448c-81f4-04fa6a2f6cc5,https://jdih.kemenkeu.go.id/FullText/2016/125~PMK.07~2016Per.pdf,pdf
124/PMK.02/2016,Petunjuk Teknis Akuntansi Penerimaan Negara Bukan Pajak Dari Kegiatan Usaha Hulu Minyak dan Gas Bumi.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/ac8f1bb6-6d33-414f-ad98-9a0b9aab2c57,https://jdih.kemenkeu.go.id/FullText/2016/124~PMK.02~2016Per.pdf,pdf
123/PMK.08/2016,Perubahan atas Peraturan Menteri Keuangan Nomor 119/PMK.08/2016 tentang Tata Cara Pengalihan Harta Wajib Pajak Ke dalam Wilayah Negara Kesatuan Republik Indonesia dan Penempatan pada Instrumen Investasi di Pasar Keuangan dalam Rangka Pengampunan Pajak.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/310c2bdd-3927-46d1-b9fc-4ec6ca371e4b,https://jdih.kemenkeu.go.id/FullText/2016/123~PMK.08~2016Per.pdf,pdf
122/PMK.08/2016,Tata Cara Pengalihan Harta Wajib Pajak Ke dalam Wilayah Negara Kesatuan Republik Indonesia dan Penempatan pada Investasi di Luar Pasar Keuangan dalam Rangka Pengampunan Pajak.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/155b1a43-c4ce-43a0-8106-da411ec5ef73,https://jdih.kemenkeu.go.id/FullText/2016/122~PMK.08~2016Per.pdf,pdf
121/PMK.05/2016,Tata Cara Penarikan Penerusan Pinjaman Luar Negeri Kepada Badan Usaha Milik Negara dan Pemerintah Daerah.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/9c4c75ef-6ea7-4f87-984d-be33f902d25c,https://jdih.kemenkeu.go.id/FullText/2016/121~PMK.05~2016Per.pdf,pdf
120/PMK.08/2016,"Tata Cara Pemantauan, Evaluasi dan Pelaporan Pembiayaan Proyek/ Kegiatan Melalui Penerbitan Surat Berharga Syariah Negara.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/3e6be185-ce12-4e0e-a43d-ba5b453ed81c,https://jdih.kemenkeu.go.id/FullText/2016/120~PMK.08~2016Per.pdf,pdf
119/PMK.08/2016,Tata Cara Pengalihan Harta Wajib Pajak Ke dalam Wilayah Negara Kesatuan Republik Indonesia dan Penempatan pada Instrumen Investasi di Pasar Keuangan dalam Rangka Pengampunan Pajak.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/c47fa97e-b099-4279-98e7-27a18d336756,https://jdih.kemenkeu.go.id/FullText/2016/119~PMK.08~2016Per.pdf,pdf
118/PMK.03/2016,Pelaksanaan Undang-Undang Nomor 11 Tahun 2016 tentang Pengampunan Pajak.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/70d54c1f-9f3c-465c-a41b-f742b49016d0,https://jdih.kemenkeu.go.id/FullText/2016/118~PMK.03~2016Per.pdf,pdf
117/PMK.02/2016,Perubahan atas Peraturan Menteri Keuangan Nomor 65/PMK.02/2015 tentang Standar Biaya Masukan Tahun Anggaran 2016.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/4f328296-b2ba-4dfe-be73-7e74ce67489c,https://jdih.kemenkeu.go.id/FullText/2016/117~PMK.02~2016Per.pdf,pdf
116/PMK.02/2016,"Tata Cara Penyediaan Anggaran, Penghitungan, Pembayaran, dan Pertanggungjawaban Dana Subsidi Liquefied Petroleum Gas (Lpg) Tabung 3 Kilogram.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/22747313-15e8-494d-a373-ad60f7ffb173,https://jdih.kemenkeu.go.id/FullText/2016/116~PMK.02~2016Per.pdf,pdf
115/PMK.05/2016,"Perubahan atas Peraturan Menteri Keuangan Nomor 03/PMK.05/2010 tentang Pengelolaan
Kelebihan / Kekurangan Kas Pemerintah.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/e70e5ba7-b659-4c8b-9682-2d0ca4f02a4d,https://jdih.kemenkeu.go.id/FullText/2016/115~PMK.05~2016Per.pdf,pdf
114/PMK.02/2016,"Perubahan atas Peraturan Menteri Keuangan Nomor 127/PMK.02/2015
Tentang Klasifikasi Anggaran",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/9efb5414-0b95-4457-9880-3e10811260f5,https://jdih.kemenkeu.go.id/FullText/2016/114~PMK.02~2016Per.pdf,pdf
113/PMK.06/2016,Penilaian Barang Sitaan dalam Rangka Penjualan Secara Lelang.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/04db6168-9950-414e-af55-2612eac45bc4,https://jdih.kemenkeu.go.id/FullText/2016/113~PMK.06~2016Per.pdf,pdf
112/PMK.07/2016,Pelaksanaan Pemantauan dan Evaluasi Transfer Ke Daerah yang Penggunaannya Sudah Ditentukan.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/948c6f7a-66ba-4cf6-9da6-2338c09670f9,https://jdih.kemenkeu.go.id/FullText/2016/112~PMK.07~2016Per.pdf,pdf
111/PMK.06/2016,Tata Cara Pelaksanaan Pemindahtanganan Barang Milik Negara.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/c22e949a-b3d5-4031-843b-a1660af31b90,https://jdih.kemenkeu.go.id/FullText/2016/111~PMK.06~2016Per.pdf,pdf
110/PMK.08/2016,"Perubahan atas Peraturan Menteri Keuangan Nomor 19/PMK.08/2015
Tentang Penerbitan dan Penjualan Surat Berharga Syariah Negara Tabungan.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/7260f653-832e-44a7-81ac-fbfb36474000,https://jdih.kemenkeu.go.id/FullText/2016/110~PMK.08~2016Per.pdf,pdf
109/PMK.05/2016,"Mekanisme Pelaksanaan Anggaran Belanja Negara yang Bersumber Dari Penerimaan Negara Bukan Pajak di Lingkungan Kementerian Pertahanan dan Tentara Nasional
Indonesia.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/55093d66-07ae-46ca-9945-712223ee6b81,https://jdih.kemenkeu.go.id/FullText/2016/109~PMK.05~2016Per.pdf,pdf
108/PMK.05/2016,Tata Cara Penerusan Pinjaman dalam Negeri dan Penerusan Pinjaman Luar Negeri Kepada Badan Usaha Milik Negara dan Pemerintah Daerah.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/b116009f-22a5-4416-9707-a20ff0f991a3,https://jdih.kemenkeu.go.id/FullText/2016/108~PMK.05~2016Per.pdf,pdf
107/PMK.05/2016,Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Surakarta pada Kementerian Kesehatan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/0d105658-f8e6-4403-996a-9d50d556213e,https://jdih.kemenkeu.go.id/FullText/2016/107~PMK.05~2016Per.pdf,pdf
106/PMK.02/2016,Standar Biaya Keluaran Tahun Anggaran 2017.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/80ab4152-e253-4fc1-a0aa-46d61e1609c7,https://jdih.kemenkeu.go.id/FullText/2016/106~PMK.02~2016Per.pdf,pdf
105/PMK.010/2016,Pemberian Fasilitas Perpajakan dan Kepabeanan Bagi Perusahaan Industri di Kawasan Industri dan Perusahaan Kawasan Industri.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/2547ee72-cee3-4d9e-af6c-e5b16c48f107,https://jdih.kemenkeu.go.id/FullText/2016/105~PMK.010~2016Per.pdf,pdf
104/PMK.010/2016,"Perlakuan Perpajakan, Kepabeanan, dan Cukai pada Kawasan Ekonomi Khusus.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/258cf370-1a18-49ee-bba9-206f58dd000b,https://jdih.kemenkeu.go.id/FullText/2016/104~PMK.010~2016Per.pdf,pdf
103/PMK.010/2016,"Perubahan atas Peraturan Menteri
Keuangan Nomor 159/PMK.010/2015 tentang Pemberian Fasilitas Pengurangan Pajak Penghasilan Badan.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/5a2f1dff-c259-47bc-a42b-64963709ec74,https://jdih.kemenkeu.go.id/FullText/2016/103~PMK.010~2016Per.pdf,pdf
102/PMK.010/2016,Penetapan Bagian Penghasilan Sehubungan dengan Pekerjaan Dari Pegawai Harian dan Mingguan Serta Pegawai Tidak Tetap Lainnya yang Tidak Dikenakan Pemotongan Pajak Penghasilan.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/ec659685-1340-4526-a2e5-1531effef065,https://jdih.kemenkeu.go.id/FullText/2016/102~PMK.010~2016Per.pdf,pdf
101/PMK.010/2016,Penyesuaian Besarnya Penghasilan Tidak Kena Pajak.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/a0ee6161-9f84-4df4-afb5-e16184f89767,https://jdih.kemenkeu.go.id/FullText/2016/101~PMK.010~2016Per.pdf,pdf
100/PMK.05/2016,Pedoman Umum Penyusunan Tarif Layanan Badan Layanan Umum.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/7fb364c7-4928-4ce5-ad38-364c774830e1,https://jdih.kemenkeu.go.id/FullText/2016/100~PMK.05~2016Per.pdf,pdf
99/PMK.05/2016,Petunjuk Teknis Pelaksanaan Pemberian Tunjangan Hari Raya dalam Tahun Anggaran 2016 Kepada Pimpinan dan Pegawai Non Pegawai Negeri Sipil pada Lembaga Non Struktural.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/e965b686-184e-4ce5-8ea3-565dd8702a90,https://jdih.kemenkeu.go.id/FullText/2016/99~PMK.05~2016Per.pdf,pdf
98/PMK.05/2016,Petunjuk Teknis Pelaksanaan Pemberian Penghasilan Ketiga Belas Kepada Pimpinan dan Pegawai Non Pegawai Negeri Sipil pada Lembaga Non Struktural.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/94e0af56-b72a-49fc-9f45-9928f5b9845d,https://jdih.kemenkeu.go.id/FullText/2016/98~PMK.05~2016Per.pdf,pdf
97/PMK.05/2016,"Petunjuk Teknis Pelaksanaan Pemberian Tunjangan Hari Raya dalam Tahun Anggaran 2016 Kepada Pegawai Negeri Sipil, Prajurit Tentara Nasional Indonesia, Anggota
Kepolisian Negara Republik Indonesia, dan Pejabat Negara.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/8ae13e1b-4aea-4a8c-a79d-1aa5c5ef93cb,https://jdih.kemenkeu.go.id/FullText/2016/97~PMK.05~2016Per.pdf,pdf
96/PMK.05/2016,"Petunjuk Teknis Pelaksanaan Pemberian Gaji, Pensiun, atau Tunjangan Ketiga Belas Kepada Pegawai Negeri Sipil, Prajurit Tentara Nasional Indonesia, Anggota Kepolisian Negara Republik Indonesia, Pejabat Negara, dan Penerima Pensiun atau Tunjangan.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/bbf90b20-9b16-47de-9910-8f3ffedfe13b,https://jdih.kemenkeu.go.id/FullText/2016/96~PMK.05~2016Per.pdf,pdf
95/PMK.05/2016,Dewan Pengawas Badan Layanan Umum.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/a3f72f7d-d059-4dfa-a9b1-25368bea88cd,https://jdih.kemenkeu.go.id/FullText/2016/95~PMK.05~2016Per.pdf,pdf
94/PMK.04/2016,Pemberitahuan Barang Kena Cukai yang Selesai Dibuat.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/1887791a-5041-4c20-a5f1-e681ad6f1c0f,https://jdih.kemenkeu.go.id/FullText/2016/94~PMK.04~2016Per.pdf,pdf
93/PMK.07/2016,"Konversi Penyaluran Dana Bagi Hasil Dan/ atau Dana Alokasi
Umum dalam Bentuk Nontunai.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/16bda1d4-67e4-49a7-9fb5-39d0051f5008,https://jdih.kemenkeu.go.id/FullText/2016/93~PMK.07~2016Per.pdf,pdf
92/PMK.05/2016,Tarif Layanan Badan Layanan Umum Balai Besar Teknologi Pencegahan Pencemaran Industri pada Kementrian Perindustrian.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/b65cf862-53fe-4886-83f3-ea97187475e1,https://jdih.kemenkeu.go.id/FullText/2016/92~PMK.05~2016per.pdf,pdf
91/PMK.010/2016,"Pajak Penghasilan Ditanggung Pemerintah atas Bunga atau Imbalan Surat Berharga
Negara yang Diterbitkan di Pasar Internasional dan Penghasilan Pihak Ketiga atas Jasa yang Diberikan Kepada Pemerintah dalam Penerbitan Dan/ atau Pembelian Kembali/Penukaran Surat Berharga Negara di Pasar Internasional Tahun Anggaran 2016.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/01969d0c-e5e1-4f25-bd03-176a9824e798,https://jdih.kemenkeu.go.id/FullText/2016/91~PMK.010~2016Per.pdf,pdf
90/PMK.06/2016,Pedoman Pelaksanaan Lelang dengan Penawaran Secara Tertulis Tanpa Kehadiran Peserta Lelang Melalui Internet.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/3992f6bd-d917-40e2-a84b-06a0f20e7d7b,https://jdih.kemenkeu.go.id/FullText/2016/90~PMK.06~2016Per.pdf,pdf
89/PMK.05/2016,"Tata Cara Pengelolaan Hibah Langsung dalam Bentuk Uang untuk Kegiatan Pemilihan Gubernur, Bupati, dan Walikota.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/abba8b93-1ad9-4d30-8ff3-ca31357df5da,https://jdih.kemenkeu.go.id/FullText/2016/89~PMK.05~2016Per.pdf,pdf
88/PMK.02/2016,Tata Cara Pengelolaan Penerimaan Negara Bukan Pajak Dari Dana Kapitasi pada Fasilitas Kesehatan Tingkat Pertama Pemerintah Pusat.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/f892a24d-ed38-4d40-904a-3f2047de7e8b,https://jdih.kemenkeu.go.id/FullText/2016/88~PMK.02~2016Per.pdf,pdf
87/PMK.06/2016,"Perubahan atas Peraturan Menteri Keuangan Nomor 246/PMK.06/2014
Tentang Tata Cara Pelaksanaan Penggunaan Barang Milik Negara.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/14793c02-3154-4793-ac6e-4dbbfb116264,https://jdih.kemenkeu.go.id/FullText/2016/87~PMK.06~2016Per.pdf,pdf
86/PMK.04/2016,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 214/PMK.04/2008 tentang Pemungutan Bea Keluar.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/e84678c2-8037-4dc4-ac17-c36a0dd3d35a,https://jdih.kemenkeu.go.id/FullText/2016/86~PMK.04~2016Per.pdf,pdf
85/PMK.010/2016,"Perubahan atas Peraturan Menteri Keuangan Nomor 118/PMK.011/2012 tentang Penetapan
Tarif Bea Masuk dalam Rangka Asean-Korea Free Trade Area (Akfta).",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/b8d040c9-d47c-44e7-87cd-ff292371a8a3,https://jdih.kemenkeu.go.id/FullText/2016/85~PMK.010~2016Per.pdf,pdf
84/PMK.02/2016,"Tata Cara Penyediaan, Pencairan, dan Pertanggungjawaban Dana Penyelenggaraan Kewajiban Pelayanan Publik Bidang Angkutan Kereta Api Kelas Ekonomi.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/53d85b21-5b34-47f6-b82e-234b57f7a667,https://jdih.kemenkeu.go.id/FullText/2016/84~PMK.02~2016Per.pdf,pdf
83/PMK.06/2016,Tata Cara Pelaksanaan Pemusnahan dan Penghapusan Barang Milik Negara.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/ba0fb593-fdda-4eec-ae84-01960bd170f9,https://jdih.kemenkeu.go.id/FullText/2016/83~PMK.06~2016Per.pdf,pdf
82/PMK.02/2016,"Tata Cara Penyediaan, Pencairan, dan Pertanggungjawaban Dana
Bantuan Operasional Layanan Pos Universal.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/35e5a43f-2fa6-4052-855e-2090082d6bd5,https://jdih.kemenkeu.go.id/FullText/2016/82~PMK.02~2016Per.pdf,pdf
81/PMK.05/2016,Tarif Layanan Badan Layanan Umum Rumah Sakit Bhayangkara Tingkat Iii Bengkulu pada Kepolisian Negara Republik Indonesia.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/96bc2321-b619-4bd3-931d-3148f2df8b08,https://jdih.kemenkeu.go.id/FullText/2016/81~PMK.05~2016Per.pdf,pdf
80/PMK.05/2016,Standar Pelayanan Minimum Badan Pengelola Dana Perkebunan Kelapa Sawit.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/4c89d336-18b6-48ad-925b-14426b2d2334,https://jdih.kemenkeu.go.id/FullText/2016/80~PMK.05~2016Per.pdf,pdf
79/PMK.05/2016,Tata Cara Penarikan Pinjaman dalam Negeri.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/154a079a-300b-4c63-a4ec-4a12299e7549,https://jdih.kemenkeu.go.id/FullText/2016/79~PMK.05~2016Per.pdf,pdf
78/PMK.03/2016,Tata Cara Penerbitan Surat Tagihan Pajak Pajak Bumi dan Bangunan.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/54dcbd9d-d248-44d0-9514-fb1144b4b32e,https://jdih.kemenkeu.go.id/FullText/2016/78~PMK.03~2016Per.pdf,pdf
77/PMK.05/2016,Perubahan atas Peraturan Menteri Keuangan Nomor 3/PMK.05/2014 tentang Penempatan Uang Negara pada Bank Umum.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/80604c36-b907-4aaa-bd57-179c9adb9e8a,https://jdih.kemenkeu.go.id/FullText/2016/77~PMK.05~2016Per.pdf,pdf
76/PMK.05/2016,Tarif Layanan Badan Layanan Umum Rumah Sakit Bhayangkara Tingkat Iii Banjarmasin pada Kepolisian Negara Republik Indonesia.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/aad7c37e-ef29-4f88-a160-b56e70f08445,https://jdih.kemenkeu.go.id/FullText/2016/76~PMK.05~2016Per.pdf,pdf
75/PMK.06/2016,Penyelesaian Piutang Instansi Pemerintah yang Diurus/Dikelola oleh Panitia Urusan Piutang Negara/Direktorat Jenderal Kekayaan Negara.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/bcd8b993-d6f7-460b-8595-7cc280e70eb1,https://jdih.kemenkeu.go.id/FullText/2016/75~PMK.06~2016Per.pdf,pdf
74/PMK.07/2016,Penyelenggaraan Sistem Informasi Keuangan Daerah.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/04c736d5-bc32-4dec-b13e-8cc15460cb87,https://jdih.kemenkeu.go.id/FullText/2016/74~PMK.07~2016Per.pdf,pdf
73/PMK.010/2016,"Pengenaan Bea Masuk Anti Dumping Terhadap Impor Produk Polyester Staple Fiber Dari Negara India, Republik Rakyat Tiongkok, dan Taiwan.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/2f07eb91-6c65-4e40-a3a0-c4166b300fb5,https://jdih.kemenkeu.go.id/FullText/2016/73~PMK.010~2016Per.pdf,pdf
72/PMK.05/2016,Uang Makan Bagi Pegawai Aparatur Sipil Negara.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/72901026-fe08-4248-8881-a4be829968fb,https://jdih.kemenkeu.go.id/FullText/2016/72~PMK.05~2016Per.pdf,pdf
71/PMK.06/2016,Tata Cara Pengelolaan Barang Milik Negara yang Tidak Digunakan untuk Menyelenggarakan Tugas dan Fungsi Kementerian Negara/Lembaga.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/8d0c1d24-d4c6-4094-9fe6-6a32c2612c58,https://jdih.kemenkeu.go.id/FullText/2016/71~PMK.06~2016Per.pdf,pdf
70/PMK.02/2016,Perubahan atas Peraturan Menteri Keuangan Nomor 87/PMK.02/2015 tentang Tata Cara Penggunaan Anggaran Bagian Anggaran Bendahara Umum Negara Pengelolaan Belanja Lainnya (Ba 999.08).,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/af0c2ef8-1737-477a-a111-a3f5b8ff591f,https://jdih.kemenkeu.go.id/FullText/2016/70~PMK.02~2016Per.pdf,pdf
69/PMK.06/2016,Tata Cara Rekonsiliasi Barang Milik Negara dalam Rangka Penyusunan Laporan Keuangan Pemerintah Pusat.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/de7a0dfb-80ba-466b-affa-65aa07e4a94f,https://jdih.kemenkeu.go.id/FullText/2016/69~PMK.06~2016Per.pdf,pdf
68/PMK.02/2016,"Tata Cara Penyediaan, Pencairan, dan Pertanggungjawaban Dana Subsidi Pupuk.",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/9a5099f4-98fe-4ebd-a1a3-5e3a4034af7a,https://jdih.kemenkeu.go.id/FullText/2016/68~PMK.02~2016Per.pdf,pdf
67/PMK.04/2016,Deklarasi Inisiatif (Voluntary Declaration) atas Nilai Pabean untuk Penghitungan Bea Masuk.,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/d6dd35fd-6674-4a3b-85ae-6870e5075ed9,https://jdih.kemenkeu.go.id/FullText/2016/67~PMK.04~2016Per.pdf,pdf
